gid,inspire_code,type,name,latitude,longitude
134165,PL.ZIPOP.1393.PP.3021163.2646,drzewo,,52.46198,17.07572
134166,PL.ZIPOP.1393.PP.3021163.2647,drzewo,,52.45458,17.06764
134167,PL.ZIPOP.1393.PP.3021163.2648,drzewo,,52.46285,17.07626
134168,PL.ZIPOP.1393.PP.3021163.2649,drzewo,,52.47984,17.09862
134169,PL.ZIPOP.1393.PP.3021163.2649,drzewo,,52.47993,17.09869
134170,PL.ZIPOP.1393.PP.3021163.2650,drzewo,,52.45157,17.12723
134171,PL.ZIPOP.1393.PP.3021163.2651,drzewo,,52.4517,17.12711
134172,PL.ZIPOP.1393.PP.3021163.2652,drzewo,,52.45145,17.12702
134173,PL.ZIPOP.1393.PP.3021163.2653,drzewo,,52.45198,17.12613
134175,PL.ZIPOP.1393.PP.3021163.2655,drzewo,,52.45123,17.12539
134176,PL.ZIPOP.1393.PP.3021163.2657,drzewo,,52.40392,17.05951
134177,PL.ZIPOP.1393.PP.3021163.2659,drzewo,Dąb Piastowski,52.45459,17.06778
134178,PL.ZIPOP.1393.PP.3021163.2661,drzewo,,52.44536,17.0792
134179,PL.ZIPOP.1393.PP.3021163.2662,drzewo,Żołędziowy Skrzat,52.4146,17.07641
134185,PL.ZIPOP.1393.PP.3021172.2664,drzewo,Kasztanowiec,52.44759,16.72386
134187,PL.ZIPOP.1393.PP.3021172.2667,drzewo,Robinia,52.43242,16.69893
134188,PL.ZIPOP.1393.PP.3021172.2668,drzewo,Robinia,52.43268,16.69905
134191,PL.ZIPOP.1393.PP.3021172.2670,drzewo,Dąb,52.4257,16.70115
137051,PL.ZIPOP.1393.PP.3064011.2198,drzewo,,52.42488,16.89416
137052,PL.ZIPOP.1393.PP.3064011.2198,drzewo,,52.42499,16.89467
137062,PL.ZIPOP.1393.PP.3064011.2199,drzewo,,52.37003,16.92597
137063,PL.ZIPOP.1393.PP.3064011.2199,drzewo,,52.37274,16.92241
137064,PL.ZIPOP.1393.PP.3064011.2199,drzewo,,52.37225,16.92274
137065,PL.ZIPOP.1393.PP.3064011.2199,drzewo,,52.37225,16.92329
137066,PL.ZIPOP.1393.PP.3064011.2199,drzewo,,52.37246,16.92358
137067,PL.ZIPOP.1393.PP.3064011.2199,drzewo,,52.37205,16.92315
137068,PL.ZIPOP.1393.PP.3064011.2199,drzewo,,52.37245,16.92337
137069,PL.ZIPOP.1393.PP.3064011.2199,drzewo,,52.37011,16.92318
137070,PL.ZIPOP.1393.PP.3064011.2199,drzewo,,52.3702,16.92323
137071,PL.ZIPOP.1393.PP.3064011.2199,drzewo,,52.371,16.92292
137053,PL.ZIPOP.1393.PP.3064011.2199,drzewo,,52.37513,16.92745
137072,PL.ZIPOP.1393.PP.3064011.2199,drzewo,,52.3718,16.92265
137073,PL.ZIPOP.1393.PP.3064011.2199,drzewo,,52.37213,16.92238
137074,PL.ZIPOP.1393.PP.3064011.2199,drzewo,,52.37221,16.92211
137075,PL.ZIPOP.1393.PP.3064011.2199,drzewo,,52.37218,16.92211
137076,PL.ZIPOP.1393.PP.3064011.2199,drzewo,,52.3708,16.91972
137077,PL.ZIPOP.1393.PP.3064011.2199,drzewo,,52.37039,16.92072
137078,PL.ZIPOP.1393.PP.3064011.2199,drzewo,,52.37133,16.91776
137079,PL.ZIPOP.1393.PP.3064011.2199,drzewo,,52.37144,16.91835
137080,PL.ZIPOP.1393.PP.3064011.2199,drzewo,,52.36784,16.92669
137054,PL.ZIPOP.1393.PP.3064011.2199,drzewo,,52.37333,16.92644
137081,PL.ZIPOP.1393.PP.3064011.2199,drzewo,,52.36672,16.92587
137055,PL.ZIPOP.1393.PP.3064011.2199,drzewo,,52.37225,16.92691
137056,PL.ZIPOP.1393.PP.3064011.2199,drzewo,,52.37338,16.92664
137057,PL.ZIPOP.1393.PP.3064011.2199,drzewo,,52.37256,16.92689
137060,PL.ZIPOP.1393.PP.3064011.2199,drzewo,,52.37068,16.92483
137058,PL.ZIPOP.1393.PP.3064011.2199,drzewo,,52.37298,16.92551
137061,PL.ZIPOP.1393.PP.3064011.2199,drzewo,,52.37045,16.92488
137083,PL.ZIPOP.1393.PP.3064011.2199,drzewo,,52.36562,16.92535
137084,PL.ZIPOP.1393.PP.3064011.2199,drzewo,,52.36502,16.92401
137085,PL.ZIPOP.1393.PP.3064011.2199,drzewo,,52.36816,16.92546
137086,PL.ZIPOP.1393.PP.3064011.2199,drzewo,,52.36814,16.92523
137087,PL.ZIPOP.1393.PP.3064011.2199,drzewo,,52.36757,16.92308
137088,PL.ZIPOP.1393.PP.3064011.2199,drzewo,,52.36872,16.92528
137089,PL.ZIPOP.1393.PP.3064011.2199,drzewo,,52.36857,16.92425
137090,PL.ZIPOP.1393.PP.3064011.2199,drzewo,,52.36836,16.92318
137091,PL.ZIPOP.1393.PP.3064011.2199,drzewo,,52.36775,16.92232
137092,PL.ZIPOP.1393.PP.3064011.2199,drzewo,,52.36766,16.92226
137094,PL.ZIPOP.1393.PP.3064011.2199,drzewo,,52.36582,16.92147
137095,PL.ZIPOP.1393.PP.3064011.2199,drzewo,,52.36595,16.92012
137097,PL.ZIPOP.1393.PP.3064011.2199,drzewo,,52.36722,16.92099
137096,PL.ZIPOP.1393.PP.3064011.2199,drzewo,,52.36642,16.92066
137099,PL.ZIPOP.1393.PP.3064011.2199,drzewo,,52.36672,16.92005
137098,PL.ZIPOP.1393.PP.3064011.2199,drzewo,,52.36742,16.92097
137100,PL.ZIPOP.1393.PP.3064011.2199,drzewo,,52.36681,16.92006
137101,PL.ZIPOP.1393.PP.3064011.2199,drzewo,,52.36585,16.91939
137102,PL.ZIPOP.1393.PP.3064011.2199,drzewo,,52.36286,16.92402
137103,PL.ZIPOP.1393.PP.3064011.2199,drzewo,,52.36213,16.9235
137104,PL.ZIPOP.1393.PP.3064011.2199,drzewo,,52.36485,16.92392
137105,PL.ZIPOP.1393.PP.3064011.2199,drzewo,,52.36481,16.92447
137106,PL.ZIPOP.1393.PP.3064011.2199,drzewo,,52.36444,16.9242
137107,PL.ZIPOP.1393.PP.3064011.2199,drzewo,,52.36442,16.92453
137108,PL.ZIPOP.1393.PP.3064011.2199,drzewo,,52.36509,16.92347
137109,PL.ZIPOP.1393.PP.3064011.2199,drzewo,,52.36519,16.92314
137110,PL.ZIPOP.1393.PP.3064011.2199,drzewo,,52.36293,16.92153
137111,PL.ZIPOP.1393.PP.3064011.2199,drzewo,,52.3657,16.9215
137112,PL.ZIPOP.1393.PP.3064011.2199,drzewo,,52.36567,16.9195
137113,PL.ZIPOP.1393.PP.3064011.2199,drzewo,,52.36559,16.91859
137114,PL.ZIPOP.1393.PP.3064011.2199,drzewo,,52.36551,16.91749
137115,PL.ZIPOP.1393.PP.3064011.2199,drzewo,,52.36962,16.92012
137116,PL.ZIPOP.1393.PP.3064011.2199,drzewo,,52.3701,16.91961
137117,PL.ZIPOP.1393.PP.3064011.2199,drzewo,,52.37011,16.91939
137119,PL.ZIPOP.1393.PP.3064011.2199,drzewo,,52.37038,16.9181
137120,PL.ZIPOP.1393.PP.3064011.2199,drzewo,,52.36823,16.91955
137121,PL.ZIPOP.1393.PP.3064011.2199,drzewo,,52.36827,16.91919
137122,PL.ZIPOP.1393.PP.3064011.2199,drzewo,,52.36822,16.91905
137123,PL.ZIPOP.1393.PP.3064011.2199,drzewo,,52.3641,16.91257
137124,PL.ZIPOP.1393.PP.3064011.2199,drzewo,,52.36453,16.91289
137125,PL.ZIPOP.1393.PP.3064011.2199,drzewo,,52.36765,16.91483
137126,PL.ZIPOP.1393.PP.3064011.2199,drzewo,,52.36771,16.91498
137127,PL.ZIPOP.1393.PP.3064011.2199,drzewo,,52.3677,16.91505
137128,PL.ZIPOP.1393.PP.3064011.2199,drzewo,,52.36918,16.92283
137129,PL.ZIPOP.1393.PP.3064011.2199,drzewo,,52.36628,16.91953
137130,PL.ZIPOP.1393.PP.3064011.2199,drzewo,,52.36697,16.91979
137131,PL.ZIPOP.1393.PP.3064011.2199,drzewo,,52.36622,16.91901
137132,PL.ZIPOP.1393.PP.3064011.2199,drzewo,,52.36675,16.9174
137133,PL.ZIPOP.1393.PP.3064011.2199,drzewo,,52.36753,16.91862
137134,PL.ZIPOP.1393.PP.3064011.2199,drzewo,,52.36744,16.9183
137135,PL.ZIPOP.1393.PP.3064011.2199,drzewo,,52.36812,16.91663
137136,PL.ZIPOP.1393.PP.3064011.2199,drzewo,,52.3633,16.92094
137137,PL.ZIPOP.1393.PP.3064011.2201,drzewo,,52.43368,16.87928
137138,PL.ZIPOP.1393.PP.3064011.2203,drzewo,,52.43248,16.8788
137140,PL.ZIPOP.1393.PP.3064011.2205,drzewo,,52.43324,16.87901
137141,PL.ZIPOP.1393.PP.3064011.2206,drzewo,,52.43304,16.87899
137142,PL.ZIPOP.1393.PP.3064011.2209,drzewo,,52.43476,16.87927
137143,PL.ZIPOP.1393.PP.3064011.2211,drzewo,,52.4328,16.8804
137144,PL.ZIPOP.1393.PP.3064011.2212,drzewo,,52.40334,16.92023
137145,PL.ZIPOP.1393.PP.3064011.2213,drzewo,,52.4145,16.9273
137146,PL.ZIPOP.1393.PP.3064011.2213,drzewo,,52.41447,16.92725
137147,PL.ZIPOP.1393.PP.3064011.2213,drzewo,,52.41443,16.92714
137155,PL.ZIPOP.1393.PP.3064011.2213,drzewo,,52.41424,16.92502
137156,PL.ZIPOP.1393.PP.3064011.2213,drzewo,,52.41422,16.92484
137157,PL.ZIPOP.1393.PP.3064011.2213,drzewo,,52.41417,16.9245
137158,PL.ZIPOP.1393.PP.3064011.2213,drzewo,,52.41412,16.92433
137159,PL.ZIPOP.1393.PP.3064011.2213,drzewo,,52.41415,16.92412
137148,PL.ZIPOP.1393.PP.3064011.2213,drzewo,,52.41435,16.92695
137149,PL.ZIPOP.1393.PP.3064011.2213,drzewo,,52.41434,16.92687
137150,PL.ZIPOP.1393.PP.3064011.2213,drzewo,,52.41431,16.92665
137151,PL.ZIPOP.1393.PP.3064011.2213,drzewo,,52.41427,16.92631
137152,PL.ZIPOP.1393.PP.3064011.2213,drzewo,,52.41426,16.9262
137153,PL.ZIPOP.1393.PP.3064011.2213,drzewo,,52.41426,16.92578
137160,PL.ZIPOP.1393.PP.3064011.2215,drzewo,,52.38649,16.84625
137161,PL.ZIPOP.1393.PP.3064011.2215,drzewo,,52.38647,16.84635
137162,PL.ZIPOP.1393.PP.3064011.2215,drzewo,,52.38645,16.84641
137164,PL.ZIPOP.1393.PP.3064011.2215,drzewo,,52.38637,16.84664
137165,PL.ZIPOP.1393.PP.3064011.2215,drzewo,,52.3865,16.84659
137166,PL.ZIPOP.1393.PP.3064011.2215,drzewo,,52.38655,16.84657
137167,PL.ZIPOP.1393.PP.3064011.2216,drzewo,,52.38696,16.84709
137168,PL.ZIPOP.1393.PP.3064011.2216,drzewo,,52.38676,16.84724
137169,PL.ZIPOP.1393.PP.3064011.2217,drzewo,,52.38706,16.8472
137170,PL.ZIPOP.1393.PP.3064011.2218,drzewo,,52.38653,16.84612
137180,PL.ZIPOP.1393.PP.3064011.2219,drzewo,,52.48814,16.89904
137181,PL.ZIPOP.1393.PP.3064011.2219,drzewo,,52.48817,16.89921
137182,PL.ZIPOP.1393.PP.3064011.2219,drzewo,,52.4882,16.89937
137183,PL.ZIPOP.1393.PP.3064011.2219,drzewo,,52.48823,16.89953
137184,PL.ZIPOP.1393.PP.3064011.2219,drzewo,,52.48825,16.89967
137185,PL.ZIPOP.1393.PP.3064011.2219,drzewo,,52.48832,16.09.2019
137186,PL.ZIPOP.1393.PP.3064011.2219,drzewo,,52.48835,16.90016
137187,PL.ZIPOP.1393.PP.3064011.2219,drzewo,,52.48839,16.90031
137188,PL.ZIPOP.1393.PP.3064011.2219,drzewo,,52.48842,16.90047
137171,PL.ZIPOP.1393.PP.3064011.2219,drzewo,,52.48784,16.89743
137190,PL.ZIPOP.1393.PP.3064011.2219,drzewo,,52.48849,16.90079
137191,PL.ZIPOP.1393.PP.3064011.2219,drzewo,,52.48853,16.90093
137192,PL.ZIPOP.1393.PP.3064011.2219,drzewo,,52.48856,16.90108
137193,PL.ZIPOP.1393.PP.3064011.2219,drzewo,,52.48865,16.90155
137194,PL.ZIPOP.1393.PP.3064011.2219,drzewo,,52.48872,16.90187
137195,PL.ZIPOP.1393.PP.3064011.2219,drzewo,,52.48875,16.90205
137196,PL.ZIPOP.1393.PP.3064011.2219,drzewo,,52.48877,16.9022
137197,PL.ZIPOP.1393.PP.3064011.2219,drzewo,,52.4888,16.90236
137198,PL.ZIPOP.1393.PP.3064011.2219,drzewo,,52.48887,16.90283
137199,PL.ZIPOP.1393.PP.3064011.2219,drzewo,,52.4889,16.903
137172,PL.ZIPOP.1393.PP.3064011.2219,drzewo,,52.48789,16.89776
137200,PL.ZIPOP.1393.PP.3064011.2219,drzewo,,52.48893,16.90316
137201,PL.ZIPOP.1393.PP.3064011.2219,drzewo,,52.489,16.90364
137202,PL.ZIPOP.1393.PP.3064011.2219,drzewo,,52.48906,16.90398
137203,PL.ZIPOP.1393.PP.3064011.2219,drzewo,,52.48907,16.90412
137204,PL.ZIPOP.1393.PP.3064011.2219,drzewo,,52.4892,16.90493
137205,PL.ZIPOP.1393.PP.3064011.2219,drzewo,,52.48927,16.90482
137206,PL.ZIPOP.1393.PP.3064011.2219,drzewo,,52.48921,16.90434
137207,PL.ZIPOP.1393.PP.3064011.2219,drzewo,,52.48918,16.9042
137208,PL.ZIPOP.1393.PP.3064011.2219,drzewo,,52.4891,16.90366
137209,PL.ZIPOP.1393.PP.3064011.2219,drzewo,,52.48905,16.90337
137173,PL.ZIPOP.1393.PP.3064011.2219,drzewo,,52.48793,16.89793
137210,PL.ZIPOP.1393.PP.3064011.2219,drzewo,,52.489,16.90305
137211,PL.ZIPOP.1393.PP.3064011.2219,drzewo,,52.48897,16.90289
137212,PL.ZIPOP.1393.PP.3064011.2219,drzewo,,52.4889,16.90242
137213,PL.ZIPOP.1393.PP.3064011.2219,drzewo,,52.48888,16.90227
137176,PL.ZIPOP.1393.PP.3064011.2219,drzewo,,52.48801,16.89839
137177,PL.ZIPOP.1393.PP.3064011.2219,drzewo,,52.48805,16.89857
137215,PL.ZIPOP.1393.PP.3064011.2219,drzewo,,52.48872,16.90131
137216,PL.ZIPOP.1393.PP.3064011.2219,drzewo,,52.48868,16.90116
137217,PL.ZIPOP.1393.PP.3064011.2219,drzewo,,52.48865,16.90102
137219,PL.ZIPOP.1393.PP.3064011.2219,drzewo,,52.48855,16.90055
137220,PL.ZIPOP.1393.PP.3064011.2219,drzewo,,52.48845,16.90007
137221,PL.ZIPOP.1393.PP.3064011.2219,drzewo,,52.48838,16.89976
137222,PL.ZIPOP.1393.PP.3064011.2219,drzewo,,52.4883,16.89939
137225,PL.ZIPOP.1393.PP.3064011.2219,drzewo,,52.48822,16.89892
137226,PL.ZIPOP.1393.PP.3064011.2219,drzewo,,52.4882,16.89878
137227,PL.ZIPOP.1393.PP.3064011.2219,drzewo,,52.48814,16.89845
137228,PL.ZIPOP.1393.PP.3064011.2219,drzewo,,52.48806,16.89808
137229,PL.ZIPOP.1393.PP.3064011.2219,drzewo,,52.48801,16.89778
137230,PL.ZIPOP.1393.PP.3064011.2219,drzewo,,52.48799,16.89759
137231,PL.ZIPOP.1393.PP.3064011.2220,drzewo,im. Gen. Czujkowa,52.42411,16.93076
137232,PL.ZIPOP.1393.PP.3064011.2222,drzewo,,52.40641,16.90217
137242,PL.ZIPOP.1393.PP.3064011.2223,drzewo,,52.45124,16.84653
137243,PL.ZIPOP.1393.PP.3064011.2223,drzewo,,52.45115,16.84639
137244,PL.ZIPOP.1393.PP.3064011.2223,drzewo,,52.45109,16.84627
137245,PL.ZIPOP.1393.PP.3064011.2223,drzewo,,52.45101,16.84615
137246,PL.ZIPOP.1393.PP.3064011.2223,drzewo,,52.45095,16.84605
137247,PL.ZIPOP.1393.PP.3064011.2223,drzewo,,52.45076,16.84568
137248,PL.ZIPOP.1393.PP.3064011.2223,drzewo,,52.45046,16.84519
137249,PL.ZIPOP.1393.PP.3064011.2223,drzewo,,52.45037,16.84504
137250,PL.ZIPOP.1393.PP.3064011.2223,drzewo,,52.45028,16.84488
137251,PL.ZIPOP.1393.PP.3064011.2223,drzewo,,52.45021,16.84476
137233,PL.ZIPOP.1393.PP.3064011.2223,drzewo,,52.45198,16.84781
137252,PL.ZIPOP.1393.PP.3064011.2223,drzewo,,52.45014,16.84462
137253,PL.ZIPOP.1393.PP.3064011.2223,drzewo,,52.45005,16.84448
137254,PL.ZIPOP.1393.PP.3064011.2223,drzewo,,52.44989,16.84417
137255,PL.ZIPOP.1393.PP.3064011.2223,drzewo,,52.4497,16.84383
137256,PL.ZIPOP.1393.PP.3064011.2223,drzewo,,52.44961,16.84369
137258,PL.ZIPOP.1393.PP.3064011.2223,drzewo,,52.44885,16.84226
137259,PL.ZIPOP.1393.PP.3064011.2223,drzewo,,52.44875,16.84208
137257,PL.ZIPOP.1393.PP.3064011.2223,drzewo,,52.44914,16.84277
137260,PL.ZIPOP.1393.PP.3064011.2223,drzewo,,52.44829,16.84123
137261,PL.ZIPOP.1393.PP.3064011.2223,drzewo,,52.44823,16.84117
137234,PL.ZIPOP.1393.PP.3064011.2223,drzewo,,52.45192,16.84772
137262,PL.ZIPOP.1393.PP.3064011.2223,drzewo,,52.4482,16.8411
137263,PL.ZIPOP.1393.PP.3064011.2223,drzewo,,52.44795,16.84066
137264,PL.ZIPOP.1393.PP.3064011.2223,drzewo,,52.44787,16.84049
137265,PL.ZIPOP.1393.PP.3064011.2223,drzewo,,52.45132,16.8469
137266,PL.ZIPOP.1393.PP.3064011.2223,drzewo,,52.45126,16.84679
137267,PL.ZIPOP.1393.PP.3064011.2223,drzewo,,52.45119,16.84667
137268,PL.ZIPOP.1393.PP.3064011.2223,drzewo,,52.45111,16.84655
137269,PL.ZIPOP.1393.PP.3064011.2223,drzewo,,52.45098,16.8463
137270,PL.ZIPOP.1393.PP.3064011.2223,drzewo,,52.45091,16.84618
137271,PL.ZIPOP.1393.PP.3064011.2223,drzewo,,52.45068,16.8458
137235,PL.ZIPOP.1393.PP.3064011.2223,drzewo,,52.45185,16.84759
137272,PL.ZIPOP.1393.PP.3064011.2223,drzewo,,52.45058,16.84565
137273,PL.ZIPOP.1393.PP.3064011.2223,drzewo,,52.45048,16.84547
137274,PL.ZIPOP.1393.PP.3064011.2223,drzewo,,52.4504,16.84532
137275,PL.ZIPOP.1393.PP.3064011.2223,drzewo,,52.45031,16.84518
137276,PL.ZIPOP.1393.PP.3064011.2223,drzewo,,52.45024,16.84507
137277,PL.ZIPOP.1393.PP.3064011.2223,drzewo,,52.45017,16.84495
137278,PL.ZIPOP.1393.PP.3064011.2223,drzewo,,52.45005,16.84474
137279,PL.ZIPOP.1393.PP.3064011.2223,drzewo,,52.44991,16.84451
137236,PL.ZIPOP.1393.PP.3064011.2223,drzewo,,52.45165,16.84723
137237,PL.ZIPOP.1393.PP.3064011.2223,drzewo,,52.45158,16.84711
137238,PL.ZIPOP.1393.PP.3064011.2223,drzewo,,52.45151,16.84699
137239,PL.ZIPOP.1393.PP.3064011.2223,drzewo,,52.45144,16.84687
137240,PL.ZIPOP.1393.PP.3064011.2223,drzewo,,52.45138,16.84678
137241,PL.ZIPOP.1393.PP.3064011.2223,drzewo,,52.45131,16.84664
137281,PL.ZIPOP.1393.PP.3064011.2223,drzewo,,52.44963,16.84401
137282,PL.ZIPOP.1393.PP.3064011.2223,drzewo,,52.44953,16.84381
137283,PL.ZIPOP.1393.PP.3064011.2223,drzewo,,52.44944,16.84366
137284,PL.ZIPOP.1393.PP.3064011.2223,drzewo,,52.44937,16.84354
137285,PL.ZIPOP.1393.PP.3064011.2223,drzewo,,52.44932,16.84345
137286,PL.ZIPOP.1393.PP.3064011.2223,drzewo,,52.44924,16.84334
137287,PL.ZIPOP.1393.PP.3064011.2223,drzewo,,52.44916,16.84317
137288,PL.ZIPOP.1393.PP.3064011.2223,drzewo,,52.44909,16.84305
137289,PL.ZIPOP.1393.PP.3064011.2223,drzewo,,52.44895,16.84278
137290,PL.ZIPOP.1393.PP.3064011.2223,drzewo,,52.44887,16.84264
137291,PL.ZIPOP.1393.PP.3064011.2223,drzewo,,52.44881,16.84253
137292,PL.ZIPOP.1393.PP.3064011.2223,drzewo,,52.44875,16.84241
137294,PL.ZIPOP.1393.PP.3064011.2223,drzewo,,52.44855,16.84207
137295,PL.ZIPOP.1393.PP.3064011.2223,drzewo,,52.44845,16.84181
137296,PL.ZIPOP.1393.PP.3064011.2223,drzewo,,52.44837,16.84167
137297,PL.ZIPOP.1393.PP.3064011.2223,drzewo,,52.4483,16.84155
137298,PL.ZIPOP.1393.PP.3064011.2223,drzewo,,52.44823,16.84141
137299,PL.ZIPOP.1393.PP.3064011.2223,drzewo,,52.44816,16.84129
137300,PL.ZIPOP.1393.PP.3064011.2223,drzewo,,52.44809,16.84116
137301,PL.ZIPOP.1393.PP.3064011.2223,drzewo,,52.44802,16.84104
137302,PL.ZIPOP.1393.PP.3064011.2223,drzewo,,52.44785,16.84076
137312,PL.ZIPOP.1393.PP.3064011.2224,drzewo,,52.46378,16.84234
137313,PL.ZIPOP.1393.PP.3064011.2224,drzewo,,52.4637,16.84246
137314,PL.ZIPOP.1393.PP.3064011.2224,drzewo,,52.46363,16.84259
137315,PL.ZIPOP.1393.PP.3064011.2224,drzewo,,52.46351,16.84284
137316,PL.ZIPOP.1393.PP.3064011.2224,drzewo,,52.46345,16.84295
137317,PL.ZIPOP.1393.PP.3064011.2224,drzewo,,52.46336,16.8431
137318,PL.ZIPOP.1393.PP.3064011.2224,drzewo,,52.46329,16.84323
137319,PL.ZIPOP.1393.PP.3064011.2224,drzewo,,52.46323,16.84337
137320,PL.ZIPOP.1393.PP.3064011.2224,drzewo,,52.46304,16.84374
137321,PL.ZIPOP.1393.PP.3064011.2224,drzewo,,52.46298,16.84385
137303,PL.ZIPOP.1393.PP.3064011.2224,drzewo,,52.46478,16.84041
137322,PL.ZIPOP.1393.PP.3064011.2224,drzewo,,52.46284,16.84412
137323,PL.ZIPOP.1393.PP.3064011.2224,drzewo,,52.46269,16.8444
137325,PL.ZIPOP.1393.PP.3064011.2224,drzewo,,52.46257,16.84461
137326,PL.ZIPOP.1393.PP.3064011.2224,drzewo,,52.4625,16.84474
137327,PL.ZIPOP.1393.PP.3064011.2224,drzewo,,52.46243,16.84488
137328,PL.ZIPOP.1393.PP.3064011.2224,drzewo,,52.4623,16.84516
137329,PL.ZIPOP.1393.PP.3064011.2224,drzewo,,52.46224,16.84527
137330,PL.ZIPOP.1393.PP.3064011.2224,drzewo,,52.46217,16.84543
137331,PL.ZIPOP.1393.PP.3064011.2224,drzewo,,52.46196,16.84577
137304,PL.ZIPOP.1393.PP.3064011.2224,drzewo,,52.46457,16.84078
137332,PL.ZIPOP.1393.PP.3064011.2224,drzewo,,52.4619,16.8459
137333,PL.ZIPOP.1393.PP.3064011.2224,drzewo,,52.46183,16.84602
137334,PL.ZIPOP.1393.PP.3064011.2224,drzewo,,52.46168,16.84631
137335,PL.ZIPOP.1393.PP.3064011.2224,drzewo,,52.46147,16.8467
137336,PL.ZIPOP.1393.PP.3064011.2224,drzewo,,52.46127,16.84711
137337,PL.ZIPOP.1393.PP.3064011.2224,drzewo,,52.46119,16.84724
137338,PL.ZIPOP.1393.PP.3064011.2224,drzewo,,52.46113,16.84736
137339,PL.ZIPOP.1393.PP.3064011.2224,drzewo,,52.46106,16.8475
137340,PL.ZIPOP.1393.PP.3064011.2224,drzewo,,52.461,16.84765
137341,PL.ZIPOP.1393.PP.3064011.2224,drzewo,,52.46065,16.84826
137305,PL.ZIPOP.1393.PP.3064011.2224,drzewo,,52.46444,16.84104
137342,PL.ZIPOP.1393.PP.3064011.2224,drzewo,,52.46058,16.84839
137344,PL.ZIPOP.1393.PP.3064011.2224,drzewo,,52.4603,16.84892
137345,PL.ZIPOP.1393.PP.3064011.2224,drzewo,,52.46024,16.84907
137306,PL.ZIPOP.1393.PP.3064011.2224,drzewo,,52.46438,16.84117
137307,PL.ZIPOP.1393.PP.3064011.2224,drzewo,,52.46431,16.8413
137308,PL.ZIPOP.1393.PP.3064011.2224,drzewo,,52.46425,16.84142
137309,PL.ZIPOP.1393.PP.3064011.2224,drzewo,,52.46406,16.84175
137310,PL.ZIPOP.1393.PP.3064011.2224,drzewo,,52.46392,16.84206
137311,PL.ZIPOP.1393.PP.3064011.2224,drzewo,,52.46385,16.8422
137348,PL.ZIPOP.1393.PP.3064011.2224,drzewo,,52.45995,16.84958
137349,PL.ZIPOP.1393.PP.3064011.2224,drzewo,,52.45981,16.84985
137350,PL.ZIPOP.1393.PP.3064011.2224,drzewo,,52.45975,16.84999
137360,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41304,16.92058
137361,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41309,16.92065
137362,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41315,16.92072
137363,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.4132,16.92078
137364,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41325,16.92084
137365,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41329,16.9209
137366,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41335,16.92097
137367,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41439,16.92268
137368,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41452,16.92302
137369,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41458,16.9232
137351,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41246,16.91991
137370,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41463,16.92333
137371,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41475,16.9237
137372,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41481,16.92392
137374,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41493,16.92451
137375,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41496,16.92472
137376,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41497,16.92483
137377,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41499,16.92494
137378,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.415,16.92504
137379,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41502,16.92513
137352,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41253,16.91999
137380,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41503,16.92523
137381,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41507,16.92545
137382,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.4151,16.92566
137383,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.4152,16.92607
137353,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41259,16.92006
137384,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41598,16.92799
137385,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41603,16.92807
137386,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41609,16.92815
137387,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41619,16.92832
137388,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.4163,16.92848
137389,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41635,16.92856
137354,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41264,16.92011
137390,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41654,16.92884
137392,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41666,16.929
